urb/no urb,State,County,Fips,Difference in Urban Land 2010-2060,Difference in Urban Tree Cover 2010-2060,Urban Tree Cover Change Index,Difference in Temperature Celsius 2010-2060,Temperature Change Index,Difference in Precipitation mm/year 2010-2060,Absolute Precipitation Change Index,Difference in Aridity 2010-2060,Aridity Change Index,Flood Risk Index,Difference in Sea Level Rise % inundation 2010-2060,Sea Level Rise Index,Wildfire Change Index,Hurricane Threat Index,Tornado Risk Index,Ice Storm Risk Index,Pest Index,CTI
1,New Mexico,Catron County,35003,0.37497838,-999,,-999,,-999,,-999,,,-999,,,0.006579661,0,0,0.722222222,
0,New Mexico,Chaves County,35005,0.374862837,-1.698674451,0.048646305,2.942502423,0.839129202,-17.78897955,0.053188597,0.08279015,0.20435725,0.086568038,0,0,0.008395465,0.018458667,0.083333333,0.068965517,0.222222222,0.330362021
0,New Mexico,Cibola County,35006,0.375229633,-0.557675958,0.015970615,2.808088045,0.800797533,20.90904558,0.062517516,0.05773744,0.142517733,0.266213597,0,0,0.017137773,0.006564434,0,0,0.611111111,0.400170036
0,New Mexico,Colfax County,35007,0.375381615,4.193620804,-0.120096089,2.412750979,0.688057141,38.03037195,0.113709847,0.10466529,0.258353329,0.050230914,0,0,0.004758686,0.004935155,0.035714286,0,0.5,0.321857382
0,New Mexico,Curry County,35009,2.705730581,-1.050675186,0.03008903,2.794063844,0.796798176,-66.01588329,0.197385815,0.113851234,0.281027696,0.033553149,0,0,0.004531446,0.018692099,0.101190476,0.068965517,0,0.32116362
1,New Mexico,De Baca County,35011,0.374092943,-999,,-999,,-999,,-999,,,-999,,,0.014175904,0.017857143,0.068965517,0.111111111,
0,New Mexico,Do??a Ana County,35013,5.777052027,0.457962308,-0.013115035,2.87268653,0.819219429,-17.39922086,0.052023229,0.049566778,0.122349464,0.060980857,0,0,0.001829073,0.013386118,0.017857143,0,0.055555556,0.239820839
0,New Mexico,Eddy County,35015,0.374587538,-0.27822074,0.007967631,2.867917629,0.817859456,-25.16947532,0.075256092,0.075486907,0.186330098,0.152754188,0,0,0.008802266,0.02360883,0.083333333,0.103448276,0.166666667,0.340135309
0,New Mexico,Grant County,35017,0.374767985,0.830243225,-0.023776342,2.653430685,0.756693064,47.07910898,0.140765341,0.107976535,0.266526728,0.060227282,0,0,0.073813859,0.007019095,0.035714286,0,0.666666667,0.401234814
0,New Mexico,Guadalupe County,35019,0.375663234,1.562890486,-0.044757751,2.58196072,0.73631159,-0.321992231,0.000962749,0.086919487,0.214550008,0.062554401,0,0,0.007449916,0.01080296,0.017857143,0.034482759,0.222222222,0.255354159
1,New Mexico,Harding County,35021,0.375301542,-999,,-999,,-999,,-999,,,-999,,,0.009410875,0.029761905,0,0.111111111,
1,New Mexico,Hidalgo County,35023,0.374257874,-999,,-999,,-999,,-999,,,-999,,,0.009808928,0.003968254,0,0.222222222,
0,New Mexico,Lea County,35025,0.375209427,-0.066243521,0.001897069,2.608371305,0.743843239,-16.22042585,0.048498662,0.101267791,0.249967023,0.127191333,0,0,0.017572345,0.030433128,0.232142857,0.344827586,0,0.363354165
0,New Mexico,Lincoln County,35027,0.375206564,-0.264922034,0.007586785,2.755041682,0.785670017,-28.70990738,0.085841894,0.192391447,0.474894503,0.076782338,0,0,0.128073143,0.011097198,0.039583333,0.034482759,0.722222222,0.478620495
0,New Mexico,Los Alamos County,35028,23.57022914,4.605177357,-0.131882164,2.553243897,0.72812226,27.71202738,0.082858259,0.130581846,0.322325145,0.024273133,0,0,0.13863609,0.003813503,0,0,0.611111111,0.371129391
0,New Mexico,Luna County,35029,0.375265074,0.221378474,-0.006339793,2.809840469,0.801297281,9.994211752,0.029882439,0.051558524,0.127265843,0.059736324,0,0,0.004367284,0.011237078,0.008928571,0,0.111111111,0.232103139
0,New Mexico,McKinley County,35031,0.375162296,-0.474544922,0.013589924,2.583838939,0.736847212,41.97281917,0.125497664,0.059247396,0.146244874,0.233174242,0,0,0.028597746,0.005727772,0,0,0.5,0.373237479
1,New Mexico,Mora County,35033,0.375698567,-999,,-999,,-999,,-999,,,-999,,,0.005793463,0.005952381,0,0.611111111,
0,New Mexico,Otero County,35035,0.374439656,0.730263334,-0.020913138,2.929830307,0.835515427,-16.59721452,0.04962525,0.064257578,0.158611887,0.254132089,0,0,0.008601392,0.014874053,0.041666667,0.034482759,0.722222222,0.424530084
0,New Mexico,Quay County,35037,0.375942018,0.92203234,-0.026404981,2.733832537,0.779621691,14.19609476,0.042445963,0.090266367,0.222811369,0.047688076,0,0,0.003943712,0.013984231,0.142857143,0.034482759,0,0.255150667
0,New Mexico,Rio Arriba County,35039,0.375030324,1.247585469,-0.035728108,2.346953486,0.669293317,10.75294147,0.032151022,0.067901238,0.167605811,0.407504389,0,0,0.030707787,0.003279699,0.005952381,0,0.722222222,0.416383715
0,New Mexico,Roosevelt County,35041,0.374661363,-0.152982334,0.004381078,2.649217623,0.755491602,-58.8237741,0.175881592,0.107588978,0.265570093,0.10059605,0,0,0.004907766,0.020976674,0.113095238,0.103448276,0,0.323614125
0,New Mexico,Sandoval County,35043,2.712142364,0.109514608,-0.003136258,2.436814948,0.694919592,12.07023188,0.036089687,0.052621696,0.129890152,0.206325249,0,0,0.013002529,0.004796314,0.011904762,0,0.777777778,0.389801524
0,New Mexico,San Juan County,35045,1.618304655,-0.15201507,0.004353378,2.613802781,0.745392162,39.91081458,0.119332323,0.033249425,0.082072096,0.22108172,0,0,0.015390403,0.004681122,0.023809524,0,0.5,0.358357069
0,New Mexico,San Miguel County,35047,0.375286775,-1.273097356,0.036458712,2.574431001,0.7341643,8.431953759,0.025211328,0.131556627,0.324731272,0.158110823,0,0,0.045756768,0.007496075,0.035714286,0,0.666666667,0.422719188
0,New Mexico,Santa Fe County,35049,10.82567666,0.446816347,-0.012795839,2.42702924,0.692128949,20.56902057,0.061500849,0.095679421,0.236172823,0.092345781,0,0,0.072131957,0.005861333,0.023809524,0.034482759,0.666666667,0.378712916
0,New Mexico,Sierra County,35051,0.374769821,0.3857389,-0.011046715,2.817790984,0.803564572,-22.74563763,0.068008879,0.05055128,0.124779587,0.090060316,0,0,0.004710888,0.008970227,0.005952381,0,0.555555556,0.333859508
0,New Mexico,Socorro County,35053,0.376341937,0.319529234,-0.009150615,2.59455234,0.73990241,-5.365962764,0.016044092,0.049637002,0.122522803,0.414243233,0,0,0.006695365,0.008276666,0.011904762,0.034482759,0.611111111,0.395648617
0,New Mexico,Taos County,35055,0.568762506,0.176457132,-0.005053345,2.496270091,0.711874734,14.99446077,0.044833057,0.111118244,0.27428165,0.114940888,0,0,0.018661857,0.003403053,0,0,0.611111111,0.370076706
0,New Mexico,Torrance County,35057,0.375482246,-7.871211873,0.225414219,2.544239998,0.72555457,18.80725098,0.056233203,0.12369335,0.305321744,0,0,0,0.051410738,0.009429939,0,0.034482759,0.444444444,0.374664829
1,New Mexico,Union County,35059,0.374679902,-999,,-999,,-999,,-999,,,-999,,,0.008022707,0.083333333,0,0.166666667,
0,New Mexico,Valencia County,35061,16.25779417,2.465943903,-0.070619217,2.468125742,0.703848659,2.983995314,0.00892207,0.047836036,0.118077341,0.636167904,0,0,0.02652373,0.007810826,0.029761905,0.034482759,0.444444444,0.392288458
0,New York,Albany County,36001,33.18531482,-4.890305562,0.14004761,2.603560992,0.742471456,123.7920076,0.370134961,0.197056173,0.486408804,0.109096519,0.007904448,0.016355012,0.070789135,0.196740402,0.041666667,0.206896552,0.722222222,0.627612313
0,New York,Allegany County,36003,0.374926422,-6.210590284,0.177857664,2.53605933,0.723221645,137.3963386,0.410811565,0.256965908,0.634288578,0.251737716,0,0,0.009017593,0.105648838,0.047619048,0.068965517,0.722222222,0.637434803
0,New York,Bronx County,36005,4.349904413,-6.065941009,0.173715227,2.45106675,0.698983855,230.5048339,0.689203603,0.161484843,0.398605373,0.297744835,0.143279443,0.296458024,0.050071127,0.348589484,0.005952381,0.034482759,0.611111111,0.729170231
0,New York,Broome County,36007,23.55492355,3.578997327,-0.102494622,2.530200504,0.721550852,143.2250328,0.428239213,0.263302813,0.649930446,0.24049087,0,0,0.014485257,0.151792402,0.041666667,0.172413793,0.722222222,0.614963856
0,New York,Cattaraugus County,36009,1.890609714,-3.454818375,0.09893841,2.547676204,0.726534491,155.441998,0.464767629,0.285016441,0.703527851,0.399903955,0,0,0.00893055,0.08704039,0.095238095,0.068965517,0.833333333,0.70535534
0,New York,Cayuga County,36011,4.976288891,0.598626847,-0.017143358,2.527719067,0.720843207,85.95009636,0.256988607,0.26134282,0.645092444,0.066009972,0,0,0.010767069,0.150026983,0.035714286,0.24137931,0.833333333,0.595285875
0,New York,Chautauqua County,36013,10.58831372,-0.789163666,0.022599914,2.556886843,0.729161138,167.438087,0.50063563,0.272425344,0.672448285,0.19881924,0,0,0.008529873,0.097884825,0.226190476,0.068965517,0.666666667,0.645629039
0,New York,Chemung County,36015,20.09770783,-0.772368814,0.022118946,2.536397694,0.723318138,126.9150129,0.379472667,0.269383869,0.664940779,0.318799587,0,0,0.017210612,0.131930525,0.053571429,0.206896552,0.722222222,0.655455341
0,New York,Chenango County,36017,0.375648712,0.280421208,-0.008030647,2.560224112,0.730112845,125.5942963,0.375523758,0.263887863,0.651374568,0.297820248,0,0,0.010235087,0.158220736,0.077380952,0.344827586,0.722222222,0.679567234
0,New York,Clinton County,36019,6.564134505,-1.893550743,0.054227134,2.599643128,0.741354177,56.4766869,0.16886386,0.164709474,0.406564975,0.061053191,0,0,0.014259123,0.130186691,0,0.172413793,0.555555556,0.466129111
0,New York,Columbia County,36021,3.915144113,-1.743547799,0.049931379,2.556460522,0.729039562,130.1258394,0.389072957,0.219117819,0.540865248,0.188840276,0.011688473,0.0241845,0.026462626,0.198606274,0.095238095,0.24137931,0.722222222,0.648448876
0,New York,Cortland County,36023,4.974714549,-2.715936447,0.077778454,2.662690657,0.75933378,116.2340042,0.347536722,0.269862682,0.666122669,0.302766817,0,0,0.008421833,0.138151512,0.011904762,0.172413793,0.611111111,0.626138185
0,New York,Delaware County,36025,0.372986035,-4.184462207,0.119833806,2.544099362,0.725514464,134.0425346,0.400783776,0.262141164,0.647063059,0.201214421,0,0,0.00711419,0.121781152,0.053571429,0.344827586,0.888888889,0.71009102
0,New York,Dutchess County,36027,33.01437402,-7.975816936,0.228409878,2.604244466,0.742666366,186.4448055,0.557465236,0.252432987,0.623099622,0.165591297,0.039675778,0.082092746,0.041900433,0.22809412,0.041666667,0.103448276,0.722222222,0.715363029
0,New York,Erie County,36029,34.62221593,-0.627003346,0.017955999,2.482811478,0.708036669,144.238541,0.431269577,0.27464956,0.677938488,0.113272248,0,0,0.034621164,0.102979803,0.113095238,0.137931034,0.722222222,0.618812131
0,New York,Essex County,36031,0.376894824,-2.571467371,0.073641177,2.68236605,0.764944717,87.38912889,0.261291277,0.25307566,0.624685983,0.117976252,0,0,0.004972204,0.096074922,0.017857143,0.068965517,0.722222222,0.556777438
0,New York,Franklin County,36033,0.378126878,-6.642673847,0.190231588,2.708071087,0.77227516,42.75327719,0.127831214,0.274622572,0.677871871,0.062030001,0,0,0.00693095,0.115854308,0.005952381,0.137931034,0.611111111,0.547753766
0,New York,Fulton County,36035,6.671100115,5.43140188,-0.15554342,2.557610358,0.729367467,111.4758069,0.333309833,0.238333855,0.588297659,0.110713257,0,0,0.020623243,0.1595815,0.029761905,0.137931034,0.777777778,0.552567945
0,New York,Genesee County,36037,5.784259241,-2.191337744,0.0627551,2.614770284,0.74566807,110.6882861,0.330955166,0.24862553,0.613701386,0.155542994,0,0,0.016384444,0.115380811,0.011904762,0.137931034,0.666666667,0.577866011
0,New York,Greene County,36039,1.892830541,-1.082177222,0.030991179,2.506384053,0.714758987,147.7172049,0.441670693,0.228055962,0.562927949,0.15698714,0.013129294,0.027165687,0.036967963,0.162406479,0.05952381,0.068965517,0.833333333,0.626169999
1,New York,Hamilton County,36041,0.379769375,-999,,-999,,-999,,-999,,,-999,,,0.108045435,0.017857143,0.137931034,0.722222222,
0,New York,Herkimer County,36043,1.905895498,-2.809725805,0.080464376,2.568554635,0.732488505,93.41563197,0.279310369,0.239811072,0.591943985,0.215818305,0,0,0.012010346,0.137580038,0.017857143,0.172413793,0.611111111,0.576674137
0,New York,Jefferson County,36045,9.492704185,0.544516576,-0.015593759,2.697919192,0.76938009,60.34265682,0.180423012,0.259084259,0.639517465,0.087665668,0,0,0.015677997,0.130381583,0.011904762,0.137931034,0.666666667,0.530749837
0,New York,Kings County,36047,1.4445621,-4.583633368,0.131265192,2.341944434,0.667864859,218.7716323,0.654121628,0.157823304,0.389567315,0.172436101,0.033669954,0.069666156,0.011786471,0.374380953,0.017857143,0,0.666666667,0.638288811
0,New York,Lewis County,36049,0.378871184,-6.385444065,0.182865092,2.594974407,0.740022773,79.34519547,0.237240121,0.295341728,0.729014547,0.030485396,0,0,0.004546208,0.139379879,0.017857143,0.103448276,0.666666667,0.576780962
0,New York,Livingston County,36051,9.460849315,-5.372876428,0.153867379,2.521878532,0.719177631,110.376495,0.330022919,0.234658115,0.579224549,0.215066515,0,0,0.019105016,0.121735344,0.005952381,0.137931034,0.777777778,0.618920973
0,New York,Madison County,36053,6.569068871,-1.197057168,0.034281088,2.57422203,0.734104707,84.91626931,0.25389749,0.254139937,0.627313018,0.179893826,0,0,0.017614952,0.146370386,0.041666667,0.310344828,0.722222222,0.620508525
0,New York,Monroe County,36055,35.33550731,-3.613924274,0.103494853,2.476862182,0.706340077,97.18695756,0.290586536,0.222601368,0.549463959,0.098535179,0,0,0.05170922,0.125740295,0.005952381,0.137931034,0.722222222,0.564735656
0,New York,Montgomery County,36057,10.79258182,-6.343948035,0.181676737,2.566137516,0.731799202,106.996195,0.319915907,0.206169163,0.508903093,0.137310506,0,0,0.021112732,0.177627448,0.053571429,0.068965517,0.666666667,0.580021978
0,New York,Nassau County,36059,3.42579374,-8.360579786,0.239428641,2.349957346,0.670149944,230.9405011,0.690506237,0.175092428,0.432194014,0.110284013,0.04131467,0.085483759,0.090477194,0.422215505,0.047619048,0.068965517,0.611111111,0.701563723
0,New York,New York County,36061,0,-5.060967842,0.144935003,2.460155694,0.701575798,230.6075645,0.689510765,0.15831002,0.390768713,0.409713376,0.324138598,0.670671845,0.029403816,0.344859756,0,0.034482759,0.666666667,0.825789153
0,New York,Niagara County,36063,30.74856414,-3.330309475,0.095372748,2.430676458,0.693169046,133.794096,0.400040951,0.234377775,0.578532564,0.129857197,0,0,0.026776686,0.09710424,0.011904762,0.137931034,0.666666667,0.573914741
0,New York,Oneida County,36065,19.85558562,-0.964927253,0.027633397,2.565754889,0.731690087,93.6360921,0.279969539,0.257173292,0.634800479,0.149227527,0,0,0.017756014,0.151908423,0.077380952,0.655172414,0.722222222,0.697381987
0,New York,Onondaga County,36067,33.97751407,2.087798689,-0.059789969,2.550201921,0.727254763,80.78180539,0.241535548,0.264882291,0.653829191,0.106882488,0,0,0.016436913,0.146680655,0.035714286,0.24137931,0.777777778,0.584098087
0,New York,Ontario County,36069,16.25679635,-0.41533428,0.011894262,2.484792629,0.708601645,106.4140588,0.318175335,0.239113181,0.590221329,0.063578817,0,0,0.028424311,0.129916004,0.017857143,0.137931034,0.777777778,0.563198781
0,New York,Orange County,36071,33.07800829,-3.908990236,0.111944894,2.569704675,0.732816468,200.327505,0.598974155,0.251690893,0.621267857,0.135635556,0.017899616,0.037035912,0.069729789,0.238413071,0.053571429,0.275862069,0.777777778,0.73890173
0,New York,Orleans County,36073,4.988810805,-8.419787035,0.241124207,2.525752002,0.720282249,115.7621855,0.346125997,0.239082432,0.590145429,0.049535244,0,0,0.014648193,0.108354363,0.005952381,0.137931034,0.611111111,0.571458021
0,New York,Oswego County,36075,9.339499793,2.173505854,-0.062244434,2.491088706,0.710397131,82.17257879,0.245693925,0.286230722,0.706525153,0.096172192,0,0,0.014217461,0.145298276,0.035714286,0.103448276,0.666666667,0.538422868
0,New York,Otsego County,36077,1.15248077,-5.213088413,0.149291402,2.530429646,0.721616198,116.6854607,0.348886566,0.249905407,0.616860604,0.324468851,0,0,0.008700909,0.144452772,0.053571429,0.379310345,0.833333333,0.724229687
0,New York,Putnam County,36079,35.4053771,-5.108732087,0.146302866,2.555815917,0.728855737,227.2454921,0.679458254,0.271344739,0.669780946,0.09220883,0.000546629,0.001131024,0.042040006,0.209766863,0.047619048,0.206896552,0.722222222,0.717309985
0,New York,Queens County,36081,0,-5.386476118,0.154256845,2.352901388,0.670989512,223.2970118,0.667652398,0.15773573,0.389351151,0.148534473,0.091608879,0.189546991,0.025854836,0.414090183,0.011904762,0.034482759,0.555555556,0.659852309
0,New York,Rensselaer County,36083,23.99519899,-2.854097522,0.081735084,2.57051017,0.733046176,127.9645054,0.382610623,0.196300519,0.484543565,0.141861505,0.012064943,0.024963449,0.053147698,0.173114383,0.06547619,0.172413793,0.722222222,0.61391965
0,New York,Richmond County,36085,0,-8.171925136,0.234025986,2.417675586,0.689461517,220.0370921,0.657905321,0.161240918,0.398003274,0.221398511,0.123003086,0.254504422,0.053225365,0.389252075,0.011904762,0,0.722222222,0.73462865
0,New York,Rockland County,36087,0.968310951,-11.98770039,0.343301408,2.564550396,0.731346595,234.6599428,0.701627273,0.254733415,0.628777944,0.197489556,0.13143196,0.27194452,0.117734614,0.256276508,0.011904762,0.103448276,0.833333333,0.848968656
0,New York,St. Lawrence County,36089,0.576392681,-6.693675921,0.191692176,2.707880183,0.772220719,35.48345551,0.106094631,0.235767534,0.581963013,0.063502889,0,0,0.008460526,0.121183881,0.041666667,0.24137931,0.833333333,0.610262189
0,New York,Saratoga County,36091,27.35944018,-3.111158265,0.089096739,2.586892581,0.737718036,128.3907896,0.383885202,0.193131863,0.476722129,0.093364295,0,0,0.06585524,0.173134686,0.0375,0.206896552,0.777777778,0.615298323
0,New York,Schenectady County,36093,33.71035965,-5.595074444,0.160230643,2.587022621,0.73775512,118.1480098,0.35325955,0.18913908,0.466866437,0.136276016,0,0,0.066667664,0.191985787,0.053571429,0.206896552,0.777777778,0.637413886
0,New York,Schoharie County,36095,0.375813499,-6.619566667,0.18956985,2.548416346,0.726745562,112.4461674,0.336211186,0.208955684,0.515781274,0.185861461,0,0,0.006632965,0.151806115,0.035714286,0.137931034,0.833333333,0.631001915
0,New York,Schuyler County,36097,0.569027396,-2.518903264,0.072135857,2.552161885,0.727813697,112.1115508,0.335210691,0.244985723,0.604716971,0.439470607,0,0,0.016510715,0.14338638,0.047619048,0.275862069,0.777777778,0.707151334
0,New York,Seneca County,36099,6.666392272,-3.852248279,0.110319929,2.481751819,0.70773448,98.18966792,0.293584615,0.248395769,0.613134249,0.062133536,0,0,0.01596099,0.156813981,0.005952381,0.275862069,0.777777778,0.621948771
0,New York,Steuben County,36101,2.712625505,2.13844794,-0.061240452,2.550395173,0.727309874,117.0166156,0.349876711,0.247174407,0.610119468,0.513774549,0,0,0.010477051,0.119505813,0.041666667,0.24137931,0.833333333,0.684930443
0,New York,Suffolk County,36103,22.81021297,-8.078504853,0.231350635,2.223391748,0.634056553,251.592929,0.752256472,0.190545738,0.470338599,0.093350096,0.044606029,0.092293876,0.092437289,0.513782649,0.089285714,0.068965517,0.777777778,0.771844835
0,New York,Sullivan County,36105,2.704408757,-2.368388406,0.067825442,2.502007932,0.713511025,196.1108803,0.586366555,0.277070742,0.683914875,0.062576966,0,0,0.030561256,0.19684003,0.06547619,0.275862069,0.722222222,0.688764349
0,New York,Tioga County,36107,5.781157935,-3.170307698,0.090790649,2.569501729,0.732758593,143.0870322,0.427826595,0.273106955,0.674130757,0.225119009,0,0,0.015696139,0.144970068,0.053571429,0.137931034,0.666666667,0.641089952
0,New York,Tompkins County,36109,16.19350807,-4.784834274,0.137027144,2.621835002,0.747682753,111.9477335,0.334720882,0.253144552,0.624856032,0.079139859,0,0,0.013245798,0.153572652,0.017857143,0.24137931,0.666666667,0.610079243
0,New York,Ulster County,36111,19.70438385,-4.893569936,0.140141094,2.599054155,0.741186217,190.7797526,0.570426618,0.265224196,0.654673141,0.143081653,0.036858164,0.076262848,0.049519118,0.183022926,0.077380952,0.068965517,0.722222222,0.693158823
0,New York,Warren County,36113,10.63021226,-2.271448197,0.065049287,2.497672864,0.71227477,124.4443218,0.372085364,0.200698382,0.495399145,0.095313585,0,0,0.032169409,0.11050321,0.005952381,0.206896552,0.777777778,0.581209762
0,New York,Washington County,36115,1.895329007,-0.383294086,0.010976701,2.555134368,0.728661376,115.6397919,0.345760043,0.186429283,0.460177639,0.160739886,0,0,0.021022673,0.142280117,0.023809524,0.137931034,0.666666667,0.545732278
0,New York,Wayne County,36117,13.14602659,-0.547133262,0.015668695,2.456275541,0.700469274,97.07418138,0.290249338,0.232635682,0.574232423,0.103854592,0,0,0.034089587,0.134183478,0.023809524,0.103448276,0.722222222,0.54658217
0,New York,Westchester County,36119,29.06608973,-14.00823416,0.401165057,2.541136562,0.724669546,235.2094203,0.703270197,0.234632998,0.579162551,0.127461351,0.077520624,0.160397128,0.072458404,0.275225729,0.035714286,0.137931034,0.722222222,0.796882407
0,New York,Wyoming County,36121,1.619411835,-0.351345862,0.010061774,2.534495281,0.722775617,132.8105957,0.39710031,0.251901395,0.621787453,0.143705161,0,0,0.009600277,0.113128159,0.023809524,0.103448276,0.777777778,0.591277364
0,New York,Yates County,36123,1.620759471,-3.762228379,0.107741957,2.493201451,0.710999634,108.5801051,0.324651758,0.238614888,0.588991353,0.067933855,0,0,0.012582834,0.141533749,0.029761905,0.24137931,0.722222222,0.59625409
0,North Carolina,Alamance County,37001,30.31949446,3.431529927,-0.09827148,2.560762879,0.730266488,249.2160486,0.74514966,0.054668088,0.134941416,0.043696789,0,0,0.018517282,0.390374036,0.023809524,0.137931034,0.5,0.542484746
0,North Carolina,Alexander County,37003,13.06996832,-6.065962844,0.173715852,2.584873601,0.737142272,187.1023609,0.55943131,0.072807264,0.17971573,0.091084901,0,0,0.055522626,0.223797404,0.035714286,0.379310345,0.444444444,0.593753242
1,North Carolina,Alleghany County,37005,0.373902683,-999,,-999,,-999,,-999,,,-999,,,0.154021751,0.023809524,0.413793103,0.555555556,
0,North Carolina,Anson County,37007,1.150405651,-9.626253463,0.275674755,2.519910501,0.718616397,244.3837609,0.730701242,0.050145654,0.123778347,0.003067133,0,0,0.064572761,0.432120489,0.023809524,0.137931034,0.277777778,0.575178757
0,North Carolina,Ashe County,37009,1.884236986,-5.83418647,0.167078286,2.575399956,0.734440622,165.480391,0.494782169,0.104181205,0.257158425,0.065988114,0,0,0.016535865,0.111644844,0,0.379310345,0.555555556,0.574055094
0,North Carolina,Avery County,37011,1.149088318,-5.833359557,0.167054605,2.571979387,0.73346516,200.0274066,0.598076869,0.114691178,0.283100994,0.109114481,0,0,0.046233818,0.104063035,0.011904762,0.344827586,0.722222222,0.642335566
0,North Carolina,Beaufort County,37013,3.920147023,-2.599625414,0.074447562,2.400690244,0.684617716,271.6148298,0.812121447,0.056232817,0.138803756,0.321942703,0.090334766,0.186910737,0.024669803,0.757983066,0.18452381,0.034482759,0.222222222,0.707600733
0,North Carolina,Bertie County,37015,0.37536151,-3.284002748,0.094046625,2.440675734,0.696020593,273.8363944,0.818763869,0.066631329,0.164471198,0.195441192,0.022262043,0.046062165,0.019309713,0.635203967,0.220238095,0.034482759,0.333333333,0.670109389
0,North Carolina,Bladen County,37017,0.375493984,-1.309300114,0.037495479,2.459990421,0.701528666,260.5307594,0.778980358,0.065834352,0.162503958,0.045242844,0,0,0.082915907,0.697561724,0.125,0.172413793,0.333333333,0.645756481
0,North Carolina,Brunswick County,37019,19.94825325,2.711014933,-0.077637513,2.093920298,0.597134485,225.1753307,0.673268524,0.072225486,0.178279683,0.190608236,0.085880482,0.177694423,0.130291762,0.903445706,0.077380952,0.034482759,0.277777778,0.650965106
0,North Carolina,Buncombe County,37021,33.21814283,-2.322922191,0.066523389,2.680072168,0.764290558,184.4979715,0.551644252,0.084730206,0.209146038,0.085719469,0,0,0.042969594,0.123628247,0.029761905,0.344827586,0.722222222,0.606062258
0,North Carolina,Burke County,37023,27.41768719,-4.386745055,0.125626743,2.587044606,0.737761389,208.5160637,0.623457738,0.076932886,0.189899319,0.061479921,0,0,0.065710731,0.184576536,0.053571429,0.379310345,0.611111111,0.62462507
0,North Carolina,Cabarrus County,37025,34.00180541,-1.554934846,0.044529919,2.561438402,0.730459131,181.0459382,0.54132276,0.052615227,0.129874183,0.082191738,0,0,0.041255255,0.364297951,0.053571429,0.137931034,0.388888889,0.519811695
0,North Carolina,Caldwell County,37027,27.35741662,-4.339604954,0.124276754,2.560416715,0.730167771,194.2936492,0.58093308,0.074804029,0.184644499,0.087037264,0,0,0.066004767,0.150421648,0.071428571,0.413793103,0.611111111,0.62205892
0,North Carolina,Camden County,37029,0.376723767,-6.599130125,0.188984592,2.382659912,0.67947591,266.1101074,0.795662467,0.08660224,0.213766925,1,0.483304317,1,0,0.720735084,0.011904762,0,0.277777778,1
0,North Carolina,Carteret County,37031,21.62928108,-6.082777915,0.174197399,2.017893028,0.575453381,238.5059953,0.713126873,0.085267182,0.210471498,0.385753531,0.170024204,0.351795334,0.045706552,0.965992108,0.261904762,0.034482759,0.222222222,0.808408711
0,North Carolina,Caswell County,37033,0.3753093,-5.844941023,0.167386273,2.598551073,0.741042751,233.9119037,0.699390655,0.049310915,0.121717899,0,0,0,0.010328373,0.320730774,0.029761905,0.103448276,0.388888889,0.533641671
0,North Carolina,Catawba County,37035,34.40062304,-2.534071438,0.07257024,2.590542315,0.73875885,187.3224859,0.560089479,0.070188437,0.17325148,0.067528234,0,0,0.057132163,0.294907829,0.113095238,0.344827586,0.444444444,0.591068372
0,North Carolina,Chatham County,37037,6.530366379,3.245358972,-0.092939953,2.593095398,0.739486926,262.556357,0.785036844,0.06357426,0.156925203,0.05162559,0,0,0.032394918,0.429222158,0.047619048,0.103448276,0.333333333,0.53434083
1,North Carolina,Cherokee County,37039,0.373162026,-999,,-999,,-999,,-999,,,-999,,,0.09674881,0.053571429,0.068965517,0.555555556,
0,North Carolina,Chowan County,37041,3.922310549,-2.891570808,0.082808237,2.448911069,0.698369108,271.4194557,0.811537284,0.070742229,0.174618448,0.19483433,0.117773182,0.243683281,0.008726113,0.69062527,0.083333333,0,0.222222222,0.660680349
1,North Carolina,Clay County,37043,0.373816027,-999,,-999,,-999,,-999,,,-999,,,0.093175489,0.023809524,0.068965517,0.5,
0,North Carolina,Cleveland County,37045,23.53330985,-8.491994793,0.243192078,2.637780134,0.752229912,202.1788612,0.604509663,0.071129349,0.175574005,0.065469439,0,0,0.042760841,0.289209755,0.107142857,0.206896552,0.388888889,0.59294311
0,North Carolina,Columbus County,37047,1.898605191,-3.320429227,0.0950898,2.421883945,0.690661638,243.2956114,0.727447703,0.061291686,0.151290949,0.04020923,0,0,0.061729108,0.754924018,0.142857143,0.034482759,0.333333333,0.624528065
0,North Carolina,Craven County,37049,20.21800573,1.77637391,-0.050871447,2.222876282,0.633909555,257.5165876,0.769968061,0.074964896,0.185041578,0.246808136,0.09304481,0.19251806,0.059625361,0.792476448,0.101190476,0.068965517,0.222222222,0.662924817
0,North Carolina,Cumberland County,37051,33.99837633,-0.651101743,0.018646124,2.502436954,0.713633371,270.9670499,0.810184602,0.059403815,0.146630974,0.072865522,0,0,0.126160215,0.57869603,0.19047619,0.137931034,0.333333333,0.644053629
0,North Carolina,Currituck County,37053,0.37944854,-5.014720015,0.143610566,2.085358065,0.594692747,248.7118165,0.743642019,0.108781418,0.268513482,0.830981875,0.035505686,0.07346445,0.002707885,0.750072904,0.017857143,0,0.166666667,0.737837039
